game;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
SOU X WBA 2016-12-31;2;2016-12-31;8;22;43;34;23;37;24;45;23;19;15;17;19;17;18;18;18;22;46;30;26;18;14.0;12;13;-20;-6;-8;-7.0;-2;8;7;5;18;4;1;98;-77;-9;2;0.0;27;18;13;9;16;7;-68;-11;-5;13;7;16;4;-25;-19;-40;-11;-5;-41;-21;-11;-10;13;-23;-2;8;-14;4;2;24;15;-14;-1;2;22;14;11;-3;8;6;4;59;41;26;16;31;16.0;10.0;-1;-14.0;20.0;1;13:00:00;-1;WBA;SOU
SWA X BOU 2016-12-31;3;2016-12-31;-9;-7;-8;-28;-19;-14;-31;-19;-10;-7;-10;-8;-65;-34;33;12;8;-30;-56;-72;-48;-34;-7.0;-24;-14;-8;-8;-7;-7.0;-17;-10;-6;-3;-7;-42;-24;-39;-24;25;-1;-80.0;7;3;-1;-1;-7;-1;-2;20;4;2;15;8;-35;-22;-17;8;-10;-10;-2;-40;-22;-12;-6;-2;32;65;-4;59;23;2;-7;-12;-13;61;27;12;6;-4;7;9;9;10;20;16;38;32;23.0;8.0;-6;9.0;20.0;0;13:00:00;-1;BOU;SWA
LIV X MCI 2016-12-31;0;2016-12-31;-6;38;24;14;-31;-25;-21;-20;-9;30;15;-9;9;-11;-1;-2;4;1;32;20;17;11;-5.0;32;17;5;2;1;1.0;1;1;1;-8;7;-11;-13;-15;-14;-29;-13;-5.0;-4;39;29;20;4;16;12;7;7;-37;-22;-40;-32;-51;-30;5;-45;-27;-59;-36;-24;-21;-15;-9;-3;-4;5;2;22;-24;-10;-9;-10;-11;-29;-35;-19;-4;-30;-16;-6;8;30;21;20;14;11.0;7.0;72;3.0;25.0;1;15:30:00;1;MCI;LIV
WAT X TOT 2017-01-01;4;2017-01-01;2;-40;-27;-17;-93;-56;-57;-40;-22;-5;-7;2;-1;-3;-6;-7;-32;-23;-52;-35;-100;-77;-10.0;-55;-39;-28;-10;-86;-51.0;-20;-12;-8;4;-2;-36;-21;-88;-53;-33;-20;;-15;-3;-76;-44;3;-30;-21;-32;21;-5;-5;-25;-57;-32;-21;-6;-10;-8;-5;-7;-12;-11;-15;-12;-5;-6;-43;-7;-7;-7;-4;-2;1;1;-25;-19;-22;-31;-48;-34;-23;-24;-18;-27;-23;-21;-24.0;-26.0;-21;-17.0;75.0;1;11:30:00;-1;TOT;WAT
ARS X CRY 2017-01-01;0;2017-01-01;-1;2;22;42;35;26;20;17;55;100;76;-5;51;30;14;7;-31;-22;-16;33;15;13;4.0;5;-13;-3;5;-1;25.0;20;-41;-11;-6;39;-5;-2;1;6;4;3;40.0;86;26;16;71;29;53;61;48;33;20;16;16;94;60;32;24;-28;-64;-83;-48;-67;-56;-28;-37;-20;-2;26;7;30;37;20;10;5;1;1;1;-5;17;8;9;12;4;9;10;11;12;38.0;33.0;2;3.0;65.0;2;14:00:00;1;CRY;ARS
MID X LEI 2017-01-02;0;2017-01-02;10;-12;-12;-6;-7;-50;-22;-16;-4;7;10;4;9;40;35;27;-35;-11;10;-5;-4;-1;-7.0;-6;13;38;25;18;14.0;6;-1;4;1;-3;-2;-1;-41;-25;-21;-1;0.0;-1;-1;40;22;3;12;6;3;20;5;2;-31;-26;-16;-4;3;5;13;38;31;22;17;13;9;39;18;13;-20;-6;-54;-28;-11;6;26;23;17;13;7;11;8;8;8;38;26;19;14;12.0;8.0;-26;3.0;-25.0;0;10:30:00;0;LEI;MID
EVE X SOU 2017-01-02;0;2017-01-02;-2;14;4;-5;-6;-26;-12;-10;-53;-24;48;-3;-34;-6;2;2;-1;2;38;19;30;16;3.0;8;1;-1;5;-6;25.0;11;30;12;-51;2;-30;-15;23;3;3;-3;-25.0;-21;-8;-1;4;8;4;7;-17;29;10;4;1;5;-4;-4;8;-11;7;2;3;40;62;39;5;25;15;72;8;-8;8;5;85;93;58;27;29;10;46;32;18;85;54;31;-46;-23;-19;-82.0;76.0;30;19.0;-55.0;3;13:00:00;1;SOU;EVE
MCI X BUR 2017-01-02;1;2017-01-02;10;29;22;17;17;12;7;8;8;-11;86;13;54;38;28;49;27;25;44;31;-51;-13;11.0;-1;-1;2;-9;-1;2.0;2;-34;-11;8;9;1;1;4;-4;-3;-4;0.0;-3;-34;25;7;13;28;16;17;-20;-6;8;3;1;2;76;3;44;26;14;7;49;57;61;34;17;-27;-4;-54;-35;-100;-61;-36;-20;-28;-12;-100;-68;-7;-52;-5;-3;9;10;6;20;11;-6.0;-8.0;4;-42.0;-45.0;2;13:00:00;1;BUR;MCI
SUN X LIV 2017-01-02;2;2017-01-02;-10;-100;-65;-43;-34;-17;-9;-6;-5;-3;-5;-12;-100;-66;-42;-4;-7;-6;45;20;37;22;-13.0;9;2;1;-5;36;14.0;3;-10;-10;-54;-14;-37;-28;-61;-43;-29;-19;-20.0;10;-7;-12;-13;-15;-14;-16;-16;-11;-8;-1;-29;-16;-12;-10;-19;-4;-3;-5;-11;-9;-49;-81;-55;-39;-70;38;-41;-22;-15;-100;-85;-52;-33;-18;1;1;-40;2;2;2;-7;-9;69;31;-47;-22.0;-59.0;-17;-46.0;-110.0;2;13:00:00;0;LIV;SUN
WBA X HUL 2017-01-02;1;2017-01-02;-8;-13;-5;-2;1;-6;-8;-59;-41;-30;-24;-60;-74;-100;-75;-45;-27;-12;-1;-1;-1;-1;-31.0;5;2;1;5;5;55.0;28;12;-66;-64;-8;-35;-23;-76;-3;7;15;0.0;4;5;7;7;-39;100;63;38;18;11;-19;31;8;3;-3;-50;-3;-5;58;70;39;29;43;8;-8;-10;-30;-44;-33;-23;-18;66;12;5;5;31;6;-45;-7;-2;-76;-52;-40;-23;-54;-32;-65.0;-44.0;-27;-57.0;-5.0;3;13:00:00;1;HUL;WBA
WES X MUN 2017-01-02;2;2017-01-02;8;29;64;55;25;20;15;-21;-15;-5;-9;-5;-12;-11;-11;-11;-11;-11;-3;3;-2;-2;1.0;-6;4;-4;-6;-7;-8.0;-14;-14;-100;-67;2;-38;-21;-14;8;6;6;70.0;-5;-5;-8;-39;23;-33;-24;-19;26;6;-5;-5;-11;-13;-7;14;-8;-8;31;11;-80;-47;-32;-25;-11;-27;9;-12;9;1;1;2;-20;-11;-45;-56;-72;7;-80;-48;-31;-22;-16;-7;-69;-39;-21.0;-10.0;6;2.0;0.0;0;15:15:00;-1;MUN;WES
BOU X ARS 2017-01-03;3;2017-01-03;-2;33;-25;5;5;5;2;7;7;83;47;-2;26;88;50;-31;-4;-3;-7;-5;-6;-9;-4.0;-36;-24;-17;-2;1;33.0;16;32;20;3;-4;-3;-5;-38;-18;-10;-1;40.0;-11;-17;-15;-13;-5;-17;-16;-40;-48;-33;-23;-23;-11;-9;76;23;36;-25;81;48;24;21;16;-5;-4;-7;20;-9;-90;-57;-38;-26;-59;-100;-68;-49;-27;12;-5;4;30;4;-5;-6;-73;-55;-36.0;-55.0;63;-35.0;-40.0;3;17:45:00;0;ARS;BOU
CRY X SWA 2017-01-03;2;2017-01-03;-6;-5;-24;-17;-20;-13;-9;-5;63;-97;-36;-9;-14;-1;8;11;9;-7;-27;-19;-43;-32;-12.0;-20;-12;-9;-44;-28;-18.0;-12;-9;-4;-4;-14;24;15;7;-77;-38;4;-5.0;3;2;2;2;-15;2;2;2;2;2;7;5;-21;-11;-3;-25;64;39;28;25;20;18;12;4;-3;43;-51;20;14;10;28;16;12;9;7;-3;-3;-28;-3;-29;-19;-8;78;41;24;17;8.0;-77.0;-14;-47.0;-5.0;1;18:00:00;-1;SWA;CRY
STO X WAT 2017-01-03;0;2017-01-03;-10;27;26;8;4;-27;-15;32;14;10;9;-3;7;3;-4;6;8;-22;-5;9;29;13;2.0;5;7;8;3;-11;-5.0;4;44;50;30;2;18;35;14;4;4;-3;120.0;-9;5;-35;30;8;81;45;29;22;13;5;30;20;19;-38;5;-13;-7;28;12;9;-16;-6;-6;5;-6;3;-7;7;37;27;10;5;-3;68;34;-58;57;-23;-14;-45;-23;84;47;27;17;16.0;-34.0;37;7.0;0.0;2;18:00:00;1;WAT;STO
TOT X CHE 2017-01-04;0;2017-01-04;-3;3;13;12;11;11;1;-1;30;16;15;-3;21;12;25;15;33;50;6;5;6;4;-4.0;-5;-5;-13;-12;-12;-11.0;-11;-43;-23;-1;-5;2;-4;3;-4;-19;-12;80.0;-22;-19;-17;-78;-25;-48;-60;-35;20;9;61;38;17;3;-51;-25;-39;-49;-22;-6;7;35;35;27;20;11;-20;29;11;1;-10;-43;-30;-15;28;13;18;-9;3;-3;-5;-6;-7;-1;-8;-16;-16.0;-15.0;-3;;-55.0;2;18:00:00;1;CHE;TOT
TOT X WBA 2017-01-14;0;2017-01-14;-10;29;27;18;89;52;32;21;58;35;77;6;51;36;19;17;15;37;55;36;5;3;6.0;41;27;42;33;26;84.0;76;55;34;81;13;49;29;23;20;13;14;;-14;-21;-52;-31;45;-18;-9;-19;-14;-6;-2;-4;52;31;100;31;100;66;73;44;24;12;8;9;37;28;51;28;28;13;42;30;23;18;17;93;60;59;41;25;95;46;22;14;10;1;2.0;3.0;38;3.0;0.0;4;10:30:00;1;WBA;TOT
BUR X SOU 2017-01-14;0;2017-01-14;2;-50;-25;-12;59;33;29;20;10;1;-7;7;-7;-7;-11;-4;-4;-8;-2;2;-3;-3;-5.0;-4;-6;21;-23;-6;-3.0;-31;21;2;-9;-20;-7;-40;-29;-13;-3;-57;0.0;6;-5;-5;-2;-39;-1;1;-10;21;7;12;-9;-4;-8;-8;-28;-74;-62;-35;-19;-9;43;29;24;22;16;-26;14;-21;-37;-27;-16;-10;-4;-1;-1;70;-17;36;16;-51;-29;-24;-26;-17;-3;-68.0;-42.0;-10;-26.0;-35.0;1;13:00:00;1;SOU;BUR
HUL X BOU 2017-01-14;1;2017-01-14;-10;5;-2;-2;-9;-13;-11;-40;-4;-8;-10;-6;-16;-14;-53;-29;-24;-100;-76;-41;-29;-37;-9.0;-13;-24;30;93;53;28.0;15;3;-7;-7;-86;-7;6;31;19;18;34;;100;69;45;31;-61;21;90;54;68;42;26;42;23;38;31;-37;16;10;4;33;17;28;14;4;-5;-11;-23;-12;-50;-33;-82;-51;-33;-20;-10;-9;-11;-14;-7;-9;55;23;8;-7;-6;-14;-9.0;-11.0;-3;-13.0;-5.0;3;13:00:00;1;BOU;HUL
SUN X STO 2017-01-14;3;2017-01-14;10;-11;-23;-42;-28;-19;-17;-100;-71;-42;-25;5;-5;-7;-41;-64;-33;-27;-19;-7;2;-4;3.0;-8;-11;-13;-19;-100;-100.0;-58;-32;-16;7;1;5;100;79;47;28;8;0.0;75;45;58;35;-11;-30;-9;16;4;-5;-35;-34;-26;-14;-37;-5;-34;21;1;3;1;4;19;14;36;24;-9;22;16;14;11;3;8;6;50;31;21;-12;69;42;19;3;-3;-6;-6;-6;-8.0;-10.0;-18;-16.0;5.0;1;13:00:00;-1;STO;SUN
SWA X ARS 2017-01-14;4;2017-01-14;3;5;6;1;88;71;37;22;35;16;11;4;-22;-14;-10;-3;-3;-6;-10;-17;-6;-8;-7.0;-44;-29;-20;-15;-7;-2.0;-1;-1;5;-82;-9;-33;-22;-11;-5;9;27;5.0;3;4;10;-7;-12;-7;-11;-18;-16;-39;-27;-95;-55;-31;-15;-8;-7;-6;-2;-1;35;19;32;19;-31;-8;-2;6;-6;-38;-25;-95;-55;-30;-12;8;-11;3;-8;-10;-12;-14;13;-43;-16;-12;-4.0;-2.0;4;2.0;5.0;0;13:00:00;-1;ARS;SWA
WAT X MID 2017-01-14;0;2017-01-14;-7;2;-1;-11;-10;-10;-10;-10;-19;-15;-12;-9;-31;-20;-13;-9;-7;-3;-2;-2;-2;39;-12.0;25;13;11;5;-2;-2.0;-3;-33;-21;-13;-13;-9;-6;-3;-3;7;37;0.0;22;13;8;40;-12;22;19;8;8;10;6;2;-6;-2;-2;-11;-31;-19;-16;-8;6;3;27;22;33;30;-11;23;14;10;36;28;22;19;10;-7;-13;-3;-36;32;7;35;23;17;9;-9;-3.0;47.0;3;25.0;60.0;0;13:00:00;0;MID;WAT
WES X CRY 2017-01-14;0;2017-01-14;3;5;-7;-5;-22;-20;-14;-10;-8;-5;5;3;-3;-2;-3;-4;-5;-5;-5;6;36;21;4.0;9;-39;-13;-13;-10;-18.0;-40;-27;-18;-8;2;23;15;7;-9;-6;-13;-20.0;4;35;-29;-7;-5;-13;-11;-3;46;27;37;28;17;7;-4;-1;-5;-7;-13;-6;27;20;14;40;18;88;1;46;33;13;2;-30;-43;-24;-12;-4;2;5;84;47;19;8;7;-4;-5;73;38.0;14.0;1;2.0;-20.0;3;13:00:00;1;CRY;WES
LEI X CHE 2017-01-14;3;2017-01-14;-2;-20;-13;-8;-29;-21;-16;-13;41;23;16;-3;22;19;14;30;13;2;-8;-4;-4;-2;43.0;30;14;3;1;1;-1.0;0;-4;-6;-8;20;-29;-18;-36;-22;-43;-25;;-15;-8;-6;-3;8;4;-7;-79;-48;-30;-24;-20;-13;-14;-15;-44;-10;-6;-4;-23;-39;-59;-36;-23;-16;-12;-65;-3;-6;-88;-56;-37;-6;-7;2;-5;21;-45;9;-6;-6;-8;-12;-12;13;21;5.0;36.0;-29;18.0;25.0;0;15:30:00;-1;CHE;LEI
EVE X MCI 2017-01-15;0;2017-01-15;-4;7;-3;17;3;5;5;6;5;11;-8;-5;-8;-13;-16;-18;-17;-16;-56;-39;-29;-23;-6.0;-19;-9;-11;-6;28;47.0;1;-8;-5;-57;-2;-44;-32;-24;-20;-14;-7;15.0;-73;-43;36;-10;-7;-7;-5;-7;-16;-19;-15;-19;-15;-53;-41;-9;-28;-21;-37;-17;-8;-3;-1;2;-7;-10;-13;-38;-34;-92;-81;-40;-28;-13;-15;-49;-32;-10;-6;-2;-3;-8;-6;-7;38;16;17.0;6.0;-9;-5.0;75.0;4;11:30:00;1;MCI;EVE
MUN X LIV 2017-01-15;1;2017-01-15;-2;12;4;4;5;39;15;6;2;-2;-4;-2;24;16;13;11;-11;5;-33;-22;-100;-60;2.0;-30;-14;-2;26;16;70.0;27;43;21;10;-5;-13;-8;-9;33;20;-16;0.0;5;7;9;10;-48;-27;-14;19;3;-2;5;26;17;13;10;-30;8;31;26;-33;-2;18;-8;-4;17;-33;-11;-16;-11;-8;-8;-9;-31;-13;-8;10;3;-7;-5;-5;5;15;97;62;66;35;-34.0;-17.0;15;-9.0;-40.0;1;14:00:00;0;LIV;MUN
LIV X SWA 2017-01-21;3;2017-01-21;10;25;18;14;12;8;42;28;20;75;41;11;21;-20;6;6;6;4;10;36;32;17;12.0;8;3;-3;-5;31;26.0;20;12;7;33;17;24;25;50;30;17;2;5.0;2;3;-66;-72;16;-37;-17;-5;-75;-35;81;41;31;31;25;14;54;37;27;21;18;13;18;-50;-17;27;13;95;62;47;34;34;-69;-26;-16;45;-26;13;-4;-10;82;48;32;61;68;41;55.0;14.0;42;15.0;0.0;2;10:30:00;-1;SWA;LIV
BOU X WAT 2017-01-21;2;2017-01-21;-10;58;30;14;4;69;39;25;18;13;8;-2;49;83;47;31;-52;-59;-36;-18;-17;-7;9.0;5;31;27;15;-28;-9.0;-5;-1;3;5;-13;-3;3;3;24;18;15;0.0;10;9;4;96;-1;56;36;25;19;8;-51;45;14;32;23;5;42;31;52;39;28;-100;-41;-21;-18;-10;5;6;-5;31;22;18;17;12;6;-29;-3;1;-1;2;-4;76;46;28;18;12;3.0;3.0;6;-4.0;50.0;2;13:00:00;0;WAT;BOU
CRY X EVE 2017-01-21;1;2017-01-21;10;20;11;5;-8;-12;-14;-13;-77;-51;-37;9;-49;-72;-60;-63;-45;-27;-16;-6;-4;-5;9.0;-12;-12;-6;46;40;19.0;-30;-35;-24;-100;8;-64;-16;-5;5;11;15;0.0;7;-6;-40;-29;3;-48;-33;-24;-41;-2;-4;-45;-74;-45;-62;-5;-45;-27;-16;-13;-9;-8;-42;-22;-10;6;4;11;10;8;6;-38;-21;-12;-7;30;7;4;64;38;22;11;7;-1;2;-33;-56.0;-31.0;36;-16.0;20.0;0;13:00:00;-1;EVE;CRY
MID X WES 2017-01-21;3;2017-01-21;10;-84;-60;-31;-14;15;42;25;14;-51;-23;3;-13;-5;3;35;17;6;3;81;46;7;-33.0;3;-21;-17;-27;-11;9.0;-6;8;7;27;-18;18;19;13;10;-23;-73;-20.0;-16;-43;-72;-44;-2;-22;-16;-8;5;6;28;29;100;60;35;-5;48;22;6;2;7;7;10;35;34;24;-2;17;13;9;8;8;8;8;8;8;13;6;32;18;-26;-4;-3;5;-3;2;3.0;3.0;-25;2.0;-70.0;1;13:00:00;-1;WES;MID
STO X MUN 2017-01-21;1;2017-01-21;10;-16;-4;-18;-14;-8;-10;-10;-9;-9;-8;6;-7;28;11;14;3;2;1;-5;-12;-43;5.0;-33;-30;-48;-23;-11;-1.0;-59;-42;-59;-4;9;-2;3;3;-50;-100;-5;5.0;-49;-36;-31;-23;1;-18;-17;-7;33;13;-10;-5;-6;-10;-20;-7;-40;-20;-8;-40;-28;30;-46;-29;-22;-15;-9;-21;-15;-14;-13;-13;-37;-26;-50;-34;-54;-6;-100;-67;-77;-70;-8;1;-47;-30;-48.0;-42.0;-4;-31.0;-90.0;1;13:00:00;0;MUN;STO
WBA X SUN 2017-01-21;0;2017-01-21;4;-3;-1;-21;-15;-12;-10;-5;-1;1;-10;6;-23;-12;45;20;21;12;1;2;-13;-2;32.0;106;100;57;33;17;-5.0;-3;7;84;75;50;45;17;-40;-23;-15;3;0.0;4;15;2;-7;22;-14;-15;-46;-31;-26;-18;-19;-8;-4;-21;5;-27;-15;-8;-4;1;-6;5;-1;35;32;-3;14;-10;-5;-50;-28;-48;-45;-24;-14;37;-3;15;12;3;34;14;7;8;3;-1.0;-1.0;-6;-2.0;-15.0;2;13:00:00;1;SUN;WBA
MCI X TOT 2017-01-21;2;2017-01-21;-5;19;15;12;19;41;40;30;49;30;18;-7;11;7;88;53;27;14;-23;-15;35;15;-8.0;-21;-9;-35;-24;-15;35.0;15;11;51;100;-4;63;77;38;11;-8;9;-5.0;4;5;7;8;-7;88;51;30;22;12;75;44;25;14;-81;-1;-51;-28;-14;-11;3;2;3;4;10;53;3;29;15;6;1;-9;-10;-10;-35;-53;-29;34;-40;-41;-45;-22;37;22;76;49;41.0;23.0;25;10.0;0.0;2;15:30:00;0;TOT;MCI
SOU X LEI 2017-01-22;0;2017-01-22;2;41;34;22;47;27;9;10;-45;36;10;3;36;22;17;9;11;10;87;51;31;18;3.0;36;16;-15;-2;-6;6.0;26;6;-7;-2;4;79;12;6;-7;-2;13;-5.0;7;8;34;25;4;13;7;3;-1;-5;-7;-8;6;1;-20;4;-15;31;17;34;-26;5;5;6;70;48;39;2;-1;-5;-23;-6;3;8;28;30;20;36;14;31;-23;-1;-3;28;21;92;57.0;37.0;23;3.0;70.0;3;10:00:00;1;LEI;SOU
ARS X BUR 2017-01-22;1;2017-01-22;-3;-13;37;23;13;14;100;87;-58;-37;-17;-9;21;31;28;25;45;33;21;25;-42;-13;-36.0;-4;5;4;10;10;10.0;40;28;21;16;-17;14;-21;16;34;26;7;-5.0;10;53;68;42;-5;61;42;25;21;16;11;30;21;21;21;-9;100;36;25;18;29;9;7;-16;-7;-2;-6;4;4;-37;-61;-33;-16;-6;4;27;24;28;17;10;-40;-26;-15;-16;-12;-16;-41.0;-26.0;16;-22.0;65.0;2;12:15:00;1;BUR;ARS
CHE X HUL 2017-01-22;0;2017-01-22;-4;-18;-8;-3;22;14;10;7;6;3;3;27;3;3;3;3;-6;-7;-9;-67;-41;26;19.0;6;30;100;95;53;25.0;18;9;8;5;16;4;3;12;4;-48;-27;90.0;-23;-51;-31;-20;14;-11;-22;-1;4;-37;29;9;37;20;12;11;3;-18;-10;-11;-6;8;-18;-69;-31;-49;11;-31;-17;-6;-10;-4;-3;-2;-2;-1;-1;4;-24;38;50;27;8;12;75;48;23.0;9.0;-23;-6.0;-40.0;2;14:30:00;1;HUL;CHE
ARS X WAT 2017-01-31;2;2017-01-31;5;35;-74;-25;-17;-86;-89;-47;-52;-23;-1;6;8;16;2;7;10;7;-4;-42;-17;12;7.0;7;11;7;1;-48;-29.0;-62;-46;-32;-55;7;-27;26;42;26;29;1;0.0;1;1;1;36;-4;26;66;100;76;48;83;52;35;27;96;-2;59;40;33;25;64;43;25;29;22;19;4;16;15;13;32;24;29;47;-40;-7;6;52;6;-10;6;57;39;23;20;37;29.0;27.0;56;;50.0;1;17:45:00;-1;WAT;ARS
BOU X CRY 2017-01-31;2;2017-01-31;9;14;1;-1;-1;5;-8;-9;-44;-30;-46;14;-42;-20;-5;32;23;14;7;-6;-7;4;14.0;4;5;7;3;5;6.0;3;20;-25;-12;-36;-23;-53;56;15;10;1;0.0;-3;-63;-33;-46;-10;-23;-9;-26;-17;-4;4;1;-4;1;1;-6;-29;-16;-3;-1;1;3;-4;5;10;10;-4;10;10;9;4;-2;28;14;6;9;10;10;9;35;26;25;19;21;14;12;6.0;2.0;11;5.0;-55.0;0;17:45:00;-1;CRY;BOU
BUR X LEI 2017-01-31;0;2017-01-31;5;35;20;11;6;-6;35;22;42;29;13;-12;6;29;-19;-1;1;1;1;-35;-14;-4;-10.0;-36;-21;-9;-5;-2;7.0;11;13;12;36;-6;30;21;36;14;-32;1;-10.0;1;20;37;20;-4;9;3;27;58;33;63;34;-44;-12;-6;-3;-6;-62;-33;-19;-5;-2;28;17;16;40;3;31;68;45;61;33;19;57;33;27;14;-3;47;-47;-14;29;10;3;4;2;100.0;58.0;7;34.0;-50.0;1;17:45:00;1;LEI;BUR
MID X WBA 2017-01-31;1;2017-01-31;5;11;4;-7;-40;-20;-9;-5;4;82;52;-5;34;29;25;9;6;3;1;0;0;0;2.0;0;6;33;25;26;41.0;50;33;30;22;2;12;10;4;20;10;-2;-45.0;-28;-18;26;14;2;29;21;9;4;3;2;2;-29;-24;-22;-53;-6;7;10;6;3;1;4;7;4;2;-23;1;-26;-19;-11;-9;-7;-5;-7;-64;-53;-8;-31;-18;-10;-1;5;8;-5;5;-20.0;11.0;7;-3.0;-35.0;1;17:45:00;0;WBA;MID
SUN X TOT 2017-01-31;0;2017-01-31;-9;-11;25;7;-7;-7;-11;-6;-8;-10;-15;-8;-14;-2;-1;-6;-30;-44;-33;-31;-18;-8;-11.0;-2;2;2;3;-8;-5.0;-6;-1;-2;-2;-13;14;6;2;-2;5;7;-5.0;7;-4;-6;-10;-14;-28;-23;-20;-18;-57;-34;-62;-38;-24;-13;-14;-13;-10;-7;-10;-56;-74;-49;-50;-35;-21;-54;-8;-33;-31;-22;-11;-15;-36;-29;-20;-16;-37;-12;-9;-8;-3;-5;-16;-53;-35;-24.0;-43.0;-27;-4.0;-5.0;0;17:45:00;0;TOT;SUN
SWA X SOU 2017-01-31;1;2017-01-31;-10;-12;-14;-39;-31;-20;-13;-12;8;-5;31;-14;12;12;5;2;-1;-2;6;52;25;59;-12.0;29;24;7;-6;-13;-4.0;4;4;74;100;-44;62;33;24;14;8;7;20.0;38;44;86;55;-32;31;14;5;-2;-3;-3;-3;-4;-85;-53;-24;-34;-22;-40;-19;-13;-69;-43;-60;-37;-24;-20;-11;54;28;10;-12;-8;-15;-15;-14;-14;-8;-14;-19;-15;-12;-16;-13;-11;-40;-25.0;-21.0;-9;-18.0;-30.0;2;17:45:00;1;SOU;SWA
LIV X CHE 2017-01-31;1;2017-01-31;7;12;12;32;67;40;24;15;8;2;2;10;1;-32;-20;-9;-6;6;-70;-33;-14;-3;13.0;-4;-28;-18;-12;29;10.0;7;3;6;6;40;-21;-15;30;22;19;18;5.0;-6;-5;-4;37;31;25;47;25;-23;-6;-4;5;5;74;44;24;20;11;6;7;10;28;15;7;-22;-4;19;7;7;10;15;16;16;12;-38;-41;-24;16;-9;-5;1;2;2;1;1;-5;-5.0;-7.0;12;-37.0;40.0;1;18:00:00;0;CHE;LIV
WES X MCI 2017-02-01;4;2017-02-01;10;-1;-1;-1;-2;-2;-5;-21;-40;-69;-46;2;-33;-79;-85;-47;-27;-29;-17;-41;-33;-20;-55.0;-11;-11;5;24;3;-7.0;-8;-11;-14;-14;39;-84;-56;-39;-49;-30;5;0.0;-3;-3;-4;-10;-4;-9;-33;-26;-22;-69;-47;-28;-14;-12;12;-4;-8;-4;-10;-13;-11;-3;-4;-4;-79;-49;-3;-31;-20;-18;-7;-5;-6;-6;-6;-6;-16;5;-12;-5;-5;20;15;9;14;9;4.0;2.0;-2;1.0;15.0;0;17:45:00;-1;MCI;WES
MUN X HUL 2017-02-01;0;2017-02-01;8;-18;-16;-4;11;12;18;100;100;75;91;17;54;21;5;-5;-34;-19;-5;6;-2;5;26.0;2;5;1;-1;5;46.0;31;23;18;14;23;9;9;9;69;40;-6;-105.0;-5;4;-3;-3;22;6;7;9;11;4;-3;0;30;21;18;10;46;27;18;10;5;8;12;14;19;17;9;15;14;38;27;51;35;70;45;56;36;7;31;19;16;22;12;11;16;-16;5.0;5.0;-32;5.0;45.0;0;18:00:00;0;HUL;MUN
STO X EVE 2017-02-01;1;2017-02-01;3;27;10;-7;-17;-32;-21;-44;-53;-24;-36;3;-24;-8;4;44;31;21;45;-36;-6;-26;8.0;-9;-12;-1;44;30;21.0;16;12;12;5;36;6;-67;-39;-27;-20;-16;-10.0;31;13;3;6;19;-31;-12;10;-3;-4;-3;-5;-2;42;55;10;34;22;14;66;67;75;39;20;8;4;3;-4;-65;-17;-15;-13;-12;-46;-28;-10;-40;79;-22;-9;-4;-2;21;20;100;16;19.0;3.0;41;-1.0;-10.0;1;18:00:00;0;EVE;STO
CHE X ARS 2017-02-04;1;2017-02-04;5;-10;32;13;6;79;43;44;22;-90;-45;7;30;4;3;10;12;15;13;23;8;2;10.0;-2;-3;-4;5;5;87.0;59;31;-50;-16;16;-69;-39;-29;-20;-18;-9;-45.0;23;10;3;-3;34;5;29;11;11;-7;69;16;3;-26;-18;15;-21;-15;-33;-22;-17;-15;-14;20;2;26;4;15;9;-6;-5;-5;-3;-2;5;-74;-46;-10;-86;-15;36;-24;-5;2;37;59;38.0;24.0;-3;55.0;-90.0;3;10:30:00;1;ARS;CHE
